CostCenter,PayGrade,Position_Type,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
0010/1485099710,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099710,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1485099710,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6025099710,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6220000208,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1520000209,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000245,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099735,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099735,25,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6005099735,26,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6005099735,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6005099735,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099735,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099735,29,ATTRITION,2019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0010/1445099720,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1445099720,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1480000219,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099683,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099683,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099720,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6005099720,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099720,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099720,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099711,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1485099711,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6310000260,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6310000260,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6500000286,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6500000286,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000723,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000723,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6000000238,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6500000300,27,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6550000225,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6780000219,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6780000219,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6780000219,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099775,24,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099775,25,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099775,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099775,27,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099775,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6985099690,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099716,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099716,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6505099716,26,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/6505099716,27,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6505099716,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099716,28,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099716,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099716,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6645099680,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6645099680,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6645099680,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1495099720,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1495099720,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1495099720,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1495099720,27,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6985099691,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6805099681,26,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6570000217,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6570000217,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099737,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6505099737,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6505099737,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099737,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099432,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1355099432,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6480000221,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6480000221,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6480000221,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000542,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000542,24,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1200000542,25,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1200000542,26,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1200000542,27,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1200000542,28,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1200000542,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099716,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099716,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099716,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099699,23,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099699,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099699,25,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1205099699,26,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1205099699,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000866,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000866,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1200000866,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1200000866,26,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1200000866,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000866,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099779,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099779,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099779,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099779,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099779,26,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099779,26,HIRE,2019,1,2,3,3,3,3,3,3,3,3,3,3
0010/1205099779,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099779,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099779,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099779,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099730,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099730,24,HIRE,2019,0,0,0,1,1,1,1,1,1,1,1,1
0010/1205099730,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099730,25,HIRE,2019,0,2,3,3,3,3,3,3,3,3,3,3
0010/1205099730,26,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099730,26,HIRE,2019,0,0,0,1,1,2,2,2,2,2,2,2
0010/1205099730,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099730,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099730,28,HIRE,2019,0,0,1,1,2,2,2,2,2,2,2,2
0010/1205099730,29,HIRE,2019,0,0,0,0,1,1,1,1,1,1,1,1
0010/1200000838,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000838,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000838,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000838,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099930,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099930,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099930,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099930,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099930,27,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099930,28,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1485099730,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099707,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099707,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099707,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099728,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099728,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099728,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099728,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099732,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6460000211,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6005099718,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1350000231,17,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1350000231,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1350000231,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1350000231,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1350000231,24,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1350000231,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1350000231,26,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1350000231,27,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1350000231,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1350000231,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000539,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000539,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000539,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000539,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000322,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000322,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000282,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000282,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6590000282,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000282,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6590000282,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000282,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099861,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099861,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099861,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099861,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099861,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099861,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000232,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000232,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000268,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6030000268,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000268,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000268,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000692,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000692,22,HIRE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1200000692,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000692,25,HIRE,2019,0,0,1,1,1,2,2,2,3,3,3,3
0010/1200000692,26,HIRE,2019,0,0,2,2,2,4,4,4,6,6,6,6
0010/1200000692,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1350000237,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6685099872,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099872,19,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099872,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099773,22,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099773,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099773,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099773,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099773,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099773,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099773,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099773,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000120,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6890000120,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000120,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000120,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6040000209,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099872,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099872,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099872,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000287,18,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6030000287,19,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6030000287,22,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6030000287,22,HIRE,2019,7,7,7,7,7,10,10,10,11,11,11,11
0010/6030000287,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6030000287,24,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000287,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000287,25,HIRE,2019,1,1,1,2,4,5,5,5,5,5,5,5
0010/6030000287,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6030000287,26,HIRE,2019,1,1,2,2,2,2,3,3,3,3,3,3
0010/6030000287,27,HIRE,2019,0,1,1,1,1,1,1,1,1,1,1,1
0010/6500000321,27,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6500000321,29,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000265,18,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6890000265,22,EE,2019,9,9,9,9,9,9,9,9,9,9,9,9
0010/6890000265,22,HIRE,2019,0,2,3,3,3,4,6,6,6,8,8,8
0010/6890000265,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000265,23,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/6890000265,24,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000265,24,HIRE,2019,0,0,0,0,0,0,0,0,1,1,1,1
0010/6890000265,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6890000265,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6820000247,22,HIRE,2019,0,4,6,6,8,9,9,10,10,10,10,10
0010/6820000247,23,HIRE,2019,0,0,0,0,0,2,2,2,2,2,2,2
0010/6820000247,24,HIRE,2019,0,0,0,1,1,1,1,1,1,2,2,2
0010/6820000247,25,HIRE,2019,1,1,2,2,2,2,2,2,2,2,2,2
0010/6820000247,26,HIRE,2019,1,1,2,2,2,2,2,2,2,2,2,2
0010/1200000807,18,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1200000807,19,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000807,22,EE,2019,16,16,16,16,16,16,16,16,16,16,16,16
0010/1200000807,22,HIRE,2019,2,2,2,4,6,7,8,8,9,9,9,9
0010/1200000807,23,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1200000807,24,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1200000807,24,HIRE,2019,0,0,0,0,1,1,1,1,1,1,1,1
0010/1200000807,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1200000807,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1200000807,26,HIRE,2019,1,2,2,2,2,2,2,2,2,2,2,2
0010/1200000807,27,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/1200000807,27,HIRE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1200000807,28,EE,2019,11,11,11,11,11,11,11,11,11,11,11,11
0010/1200000807,28,HIRE,2019,1,2,2,2,2,2,2,2,2,2,2,2
0010/1200000807,29,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6035099491,22,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6035099491,23,EE,2019,10,10,10,10,10,10,10,10,10,10,10,10
0010/6035099491,24,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6035099491,25,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099491,26,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/6035099491,27,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099491,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099491,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6135099451,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6135099451,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099418,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6220000207,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099460,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099460,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000118,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000118,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6890000118,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099461,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099461,22,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099461,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099461,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099461,25,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1205099461,25,TRANSFER,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/1205099461,26,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099461,27,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099461,28,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099461,29,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099461,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099871,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099871,23,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099871,24,EE,2019,5,5,5,5,5,5,5,5,5,5,5,5
0010/1205099871,25,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099871,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099871,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099871,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6105099871,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6125099411,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099871,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099871,23,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/1205099870,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099870,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099870,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6590000215,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099871,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099871,22,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099871,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099871,24,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/6035099871,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099871,26,EE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/6890000119,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000119,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000119,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6890000119,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000119,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099870,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099870,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099870,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6820000239,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6820000239,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6820000239,25,HIRE,2019,0,0,1,1,1,1,1,1,1,1,1,1
0010/1350000235,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1350000235,24,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1350000235,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6465099871,22,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6465099871,23,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/5910000214,22,HIRE,2019,0,0,4,4,4,4,4,4,4,4,4,4
0010/5910000214,23,HIRE,2019,3,3,3,3,3,3,3,3,3,3,3,3
0010/5910000214,24,HIRE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/5910000214,25,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099411,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099411,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099805,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6035099805,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099805,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099805,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099411,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099411,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6135099410,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6105099405,22,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6465099405,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099406,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099406,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099406,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6505099832,4B,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099405,15,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099405,25,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6035099405,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099405,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/6685099405,26,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6685099405,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000107,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/5910000210,24,HIRE,2019,0,0,0,0,0,5,5,5,5,5,5,5
0010/1205099875,18,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099875,24,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/5910000201,23,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/5910000201,25,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/5910000201,27,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099847,23,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099847,24,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/1205099847,25,EE,2019,8,8,8,8,8,8,8,8,8,8,8,8
0010/1205099847,25,HIRE,2019,2,3,3,3,4,5,5,6,6,6,6,6
0010/1205099847,26,EE,2019,4,4,4,4,4,4,4,4,4,4,4,4
0010/1205099847,27,EE,2019,2,2,2,2,2,2,2,2,2,2,2,2
0010/1205099847,28,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/1205099847,29,EE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000205,23,EE,2019,6,6,6,6,6,6,6,6,6,6,6,6
0010/6890000205,23,HIRE,2019,1,1,1,1,1,1,1,1,1,1,1,1
0010/6890000205,24,EE,2019,7,7,7,7,7,7,7,7,7,7,7,7
0010/6890000205,24,HIRE,2019,2,2,5,5,5,5,5,5,5,5,5,5
0010/6890000205,24,ATTRITION,2019,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
